uniprot_id,gene,embed_paratope,embed_wholeFv,naive_cdr_identity,biophys_hydrophobicity,biophys_charge,biophys_length,annotation_receptor_prior,is_positive
Q5SY80,C1orf101,0.8186522722244263,0.7394192218780518,0.5,-0.07223974763406942,-0.10000000000000497,951,0,0
Q5SZK8,FREM2,0.8238780498504639,0.7999067306518555,0.5,-0.2258125591669294,-150.10000000000016,3169,0,0
Q5T1S8,NCMAP,0.8081384897232056,0.7511388063430786,0.3333333333333333,0.09999999999999996,4.1,102,0,0
Q5T2D2,TREML2,0.8852342367172241,0.8963721990585327,0.4444444444444444,-0.14018691588785043,16.300000000000004,321,0,0
Q5T3F8,TMEM63B,0.7957198023796082,0.7311176061630249,0.375,0.08966346153846136,2.1000000000000036,832,0,0
Q5T3U5,ABCC10,0.7798536419868469,0.7598831653594971,0.4444444444444444,0.2769436997319064,-2.7,1492,0,0
Q5T442,GJC2,0.7857354283332825,0.744726300239563,0.375,-0.2487471526195903,2.0999999999999983,439,0,0
Q5T4F4,ZFYVE27,0.8074952363967896,0.7585713267326355,0.375,-0.2102189781021899,-11.599999999999998,411,0,0
Q5T601,GPR110,0.854499876499176,0.827146053314209,0.4444444444444444,0.18450549450549464,19.0,910,2,0
Q5T6X5,GPRC6A,0.8365837931632996,0.8009783029556274,0.5,0.2267818574514036,10.299999999999999,926,2,0
Q5T848,GPR158,0.8553569316864014,0.8201632499694824,0.375,-0.48098765432098745,15.600000000000001,1215,2,0
Q5TF39,NAGLT1,0.7758873701095581,0.7272640466690063,0.375,0.3528957528957548,-12.000000000000002,518,1,0
Q5TFQ8,SIRPB1,0.8882867097854614,0.9364210963249207,0.4444444444444444,-0.21708542713567852,2.3000000000000007,398,0,0
Q5TZ20,OR2G6,0.5731279253959656,0.6582223176956177,0.375,0.6405063291139241,8.6,316,1,0
Q5UAW9,GPR157,0.8138948082923889,0.7909245491027832,0.3333333333333333,0.43223880597014913,11.799999999999999,335,2,0
Q5VT99,LRRC38,0.7967678308486938,0.8185368776321411,0.375,0.12993197278911564,-11.6,294,0,0
Q5VU13,VSIG8,0.0,0.0,0.0,0,0,0,1,0
Q5VU65,NUP210L,0.8279138207435608,0.7694263458251953,0.4444444444444444,0.0502648305084746,2.999999999999995,1888,0,0
Q5VU97,CACHD1,0.8387824296951294,0.7849984169006348,0.375,-0.2549450549450549,-22.999999999999986,1274,0,0
Q5VUB5,FAM171A1,0.8343679904937744,0.7903711795806885,0.5,-0.46831460674157266,-11.000000000000004,890,0,0
Q5VV43,KIAA0319,0.8602915406227112,0.8587177991867065,0.4444444444444444,-0.3390858208955215,-29.39999999999997,1072,0,0
Q5VV63,ATRNL1,0.8531932830810547,0.8296035528182983,0.4444444444444444,-0.3211747643219716,4.499999999999997,1379,0,0
Q5VW38,GPR107,0.8419445753097534,0.7859469056129456,0.3333333333333333,0.0448333333333332,-0.3999999999999986,600,0,0
Q5VWK5,IL23R,0.8618770241737366,0.8198570013046265,0.375,-0.29984101748807623,-16.599999999999998,629,2,0
Q5VX71,SUSD4,0.8668437600135803,0.8535035252571106,0.4444444444444444,-0.22795918367346943,-23.700000000000003,490,0,0
Q5VXU1,NKAIN2,0.8126043677330017,0.7348771095275879,0.375,0.3937499999999996,-7.5,208,0,0
Q5VY43,PEAR1,0.7794468402862549,0.7962835431098938,0.3333333333333333,-0.5164898746383798,-8.300000000000013,1037,1,0
Q5VY80,RAET1L,0.8473973274230957,0.7930612564086914,0.25,0.024390243902438893,-2.4999999999999996,246,0,0
Q5VYJ5,MALRD1,0.843772292137146,0.8360875844955444,0.375,-0.3439239332096473,-93.20000000000005,2156,1,0
Q5VZ72,IZUMO3,0.807633101940155,0.754092276096344,0.3333333333333333,-0.10418410041841,5.500000000000001,239,0,0
Q5XXA6,ANO1,0.790637731552124,0.7290927171707153,0.5,-0.25081135902636814,16.500000000000007,986,0,0
Q5Y7A7,HLA-DRB1,0.8752361536026001,0.8853610754013062,0.3333333333333333,-0.2067669172932332,1.6,266,1,0
Q5ZPR3,CD276,0.5108087658882141,0.6061846017837524,0.3333333333333333,-0.07209737827715357,-20.200000000000003,534,1,0
Q685J3,MUC17,0.7829573750495911,0.7698917984962463,0.5555555555555556,-0.20358335188070595,-253.30000000000007,4493,0,0
Q687X5,STEAP4,0.7909857630729675,0.7267444729804993,0.375,0.3006535947712416,17.8,459,0,0
Q68D85,NCR3LG1,0.892579197883606,0.8909130096435547,0.375,-0.16343612334801746,-10.100000000000003,454,2,0
Q68DH5,LMBRD2,0.7870100140571594,0.6964610815048218,0.375,-0.1372661870503601,1.7999999999999972,695,0,0
Q68DV7,RNF43,0.8223530650138855,0.8083367943763733,0.4444444444444444,-0.5472541507024274,7.499999999999998,783,0,0
Q69384,ERVK-6,0.814399003982544,0.7479840517044067,0.375,-0.2542203147353358,19.9,699,0,0
Q695T7,SLC6A19,0.779090404510498,0.7091412544250488,0.375,0.44873817034700353,-14.400000000000002,634,1,0
Q6DN72,FCRL6,0.8415090441703796,0.9095531702041626,0.5555555555555556,-0.2248847926267282,2.099999999999998,434,1,0
Q6DWJ6,GPR139,0.8078292012214661,0.7703790068626404,0.375,0.4985835694050999,16.299999999999997,353,2,0
Q6EMK4,VASN,0.7835437655448914,0.8082853555679321,0.375,-0.06166419019316507,1.3000000000000012,673,0,0
Q6GTX8,LAIR1,0.8662824034690857,0.9021891355514526,0.375,-0.5146341463414631,-8.100000000000001,287,2,0
Q6GV28,TMEM225,0.8034514784812927,0.7342107892036438,0.3333333333333333,0.27422222222222187,3.7,225,0,0
Q6H3X3,RAET1G,0.8455784320831299,0.7993990182876587,0.3333333333333333,-0.12694610778443124,0.3000000000000007,334,0,0
Q6IA17,SIGIRR,0.8552049398422241,0.8532738089561462,0.375,-0.1224390243902441,-4.1,410,1,0
Q6ICI0,TMEM211,0.8282711505889893,0.7702207565307617,0.3333333333333333,0.6734999999999998,4.1,200,0,0
Q6IEE7,TMEM132E,0.8341142535209656,0.8038921356201172,0.375,-0.2239292364990689,-22.1,1074,0,0
Q6IEU7,OR5M10,0.5752231478691101,0.6492178440093994,0.375,0.7206349206349213,5.800000000000002,315,1,0
Q6IEV9,OR4C11,0.5935341119766235,0.6528360843658447,0.4444444444444444,0.7180645161290331,11.7,310,1,0
Q6IEY1,OR4F3,0.598272442817688,0.6698964834213257,0.375,0.7554487179487187,9.0,312,1,0
Q6IEZ7,OR2T5,0.5987998247146606,0.6738235950469971,0.375,0.7320634920634926,7.199999999999998,315,1,0
Q6IF00,OR2T2,0.6055769920349121,0.6824389696121216,0.375,0.6845679012345683,9.9,324,1,0
Q6IF42,OR2A2,0.5661789178848267,0.6454823017120361,0.375,0.754088050314466,7.9,318,1,0
Q6IF63,OR52W1,0.6857964992523193,0.7263385057449341,0.3333333333333333,0.8015625000000016,7.4,320,1,0
Q6IF82,OR4A47,0.5707289576530457,0.6469764113426208,0.25,0.8229773462783174,6.700000000000001,309,1,0
Q6IF99,OR10K2,0.5795636177062988,0.6494329571723938,0.375,0.9618589743589754,10.2,312,1,0
Q6IFG1,OR52E8,0.5730941295623779,0.6387357115745544,0.375,0.8370607028754002,10.399999999999999,313,1,0
Q6IFH4,OR6B2,0.5732604265213013,0.6519509553909302,0.5,0.8679487179487191,4.699999999999999,312,1,0
Q6IFN5,OR7E24,0.6234631538391113,0.6863651275634766,0.375,0.6345132743362836,1.199999999999999,339,1,0
Q6ISU1,PTCRA,0.8156268000602722,0.829181969165802,0.375,0.011743772241992486,-0.40000000000000213,281,1,0
Q6IWH7,ANO7,0.8071269392967224,0.7693769335746765,0.4444444444444444,-0.024866023579850138,6.1999999999999975,933,0,0
Q6J4K2,SLC8B1,0.7803024649620056,0.7577520608901978,0.375,0.6522260273972617,4.999999999999998,584,0,0
Q6MZM0,HEPHL1,0.7908501029014587,0.7366893291473389,0.5,-0.35754961173425254,-10.200000000000005,1159,0,0
Q6N022,TENM4,0.8313974142074585,0.7854674458503723,0.5,-0.38732394366197165,-31.699999999999925,2769,0,0
Q6N075,MFSD5,0.7600704431533813,0.7030153870582581,0.5,0.6564444444444453,3.099999999999998,450,1,0
Q6NUJ2,C11orf87,0.804573118686676,0.786575973033905,0.3333333333333333,-0.27309644670050787,11.499999999999998,197,0,0
Q6NUS6,TCTN3,0.8174747228622437,0.7614009380340576,0.5,0.013509060955518933,9.799999999999999,607,0,0
Q6NUT3,MFSD12,0.7589201927185059,0.7373628616333008,0.375,0.559583333333334,8.399999999999999,480,0,0
Q6NV75,GPR153,0.8080542683601379,0.7651774287223816,0.375,0.022331691297208654,2.9999999999999987,609,2,0
Q6NVV3,NIPAL1,0.7655141353607178,0.7274011373519897,0.3333333333333333,0.5551219512195125,-5.3,410,1,0
Q6NW40,RGMB,0.8306179642677307,0.7717611193656921,0.375,-0.20366132723112168,-8.3,437,0,0
Q6P1J6,PLB1,0.8130226731300354,0.7888371348381042,0.4444444444444444,-0.34279835390946345,-31.29999999999997,1458,0,0
Q6P499,NIPAL3,0.7683351039886475,0.7131189107894897,0.375,0.568472906403941,2.8999999999999995,406,0,0
Q6P4Q7,CNNM4,0.8395358324050903,0.8131567239761353,0.375,-0.04761290322580655,-10.600000000000003,775,1,0
Q6P5W5,SLC39A4,0.7869760990142822,0.7623521685600281,0.4444444444444444,0.29196290571870137,-24.5,647,1,0
Q6P995,FAM171B,0.8414263129234314,0.7879471182823181,0.4444444444444444,-0.44007263922518114,10.199999999999992,826,0,0
Q6P9G4,TMEM154,0.8194032311439514,0.7681534886360168,0.3333333333333333,-0.2513661202185792,-12.9,183,0,0
Q6PCB8,EMB,0.8812820315361023,0.8720945119857788,0.375,-0.39296636085626946,-2.399999999999999,327,0,0
Q6PEY0,GJB7,0.7963511347770691,0.7181059122085571,0.375,0.47354260089686084,8.4,223,0,0
Q6PI73,LILRA6,0.8597360849380493,0.8999955654144287,0.375,-0.36133056133056074,2.8000000000000003,481,2,0
Q6PIZ9,TRAT1,0.8167299628257751,0.765855073928833,0.375,-0.6354838709677422,-7.400000000000002,186,1,0
Q6PJF5,RHBDF2,0.8192796111106873,0.7640181183815002,0.5,-0.25689252336448354,25.900000000000034,856,0,0
Q6PJG9,LRFN4,0.7805173397064209,0.8091602921485901,0.375,0.0006299212598422573,-3.100000000000004,635,0,0
Q6PRD1,GPR179,0.8284235000610352,0.8002851009368896,0.4444444444444444,-0.5831009716941294,-47.699999999999974,2367,2,0
Q6PXP3,SLC2A7,0.7223567366600037,0.720126748085022,0.375,0.4906250000000008,5.899999999999999,512,1,0
Q6Q8B3,CD200R1L,0.8938043713569641,0.8983135223388672,0.3333333333333333,0.0800738007380074,10.700000000000001,271,2,0
Q6QNK2,GPR133,0.8667170405387878,0.8558820486068726,0.5,0.15594965675057199,6.5999999999999925,874,2,0
Q6T423,SLC22A25,0.7863507270812988,0.7712732553482056,0.4444444444444444,0.44881170018281563,2.299999999999999,547,0,0
Q6U736,OPN5,0.7757614850997925,0.7577385306358337,0.3333333333333333,0.4471751412429378,12.899999999999997,354,0,0
Q6U841,SLC4A10,0.796821117401123,0.7552295327186584,0.4444444444444444,-0.13282647584973,-16.199999999999996,1118,0,0
Q6UQ28,PLET1,0.8359746932983398,0.7666853070259094,0.5555555555555556,0.24057971014492738,-4.800000000000001,207,0,0
Q6UVK1,CSPG4,0.8121844530105591,0.8054677248001099,0.4444444444444444,-0.15719207579672603,-75.30000000000007,2322,0,0
Q6UW56,ATRAID,0.8531391024589539,0.8176872134208679,0.25,0.03624454148471624,0.5999999999999996,229,0,0
Q6UW88,EPGN,0.8502757549285889,0.8122482299804688,0.25,0.17467532467532487,-0.5000000000000018,154,0,0
Q6UWB1,IL27RA,0.8280074596405029,0.8378973603248596,0.375,-0.12845911949685565,-12.700000000000001,636,2,0
Q6UWI2,PARM1,0.8131245970726013,0.7743620872497559,0.375,-0.22903225806451608,-18.099999999999998,310,0,0
Q6UWJ1,TMCO3,0.8081026077270508,0.7652822136878967,0.375,0.33471196454948304,-1.900000000000004,677,0,0
Q6UWJ8,CD164L2,0.8279610872268677,0.8201532363891602,0.25,0.11034482758620708,-0.30000000000000027,174,1,0
Q6UWL2,SUSD1,0.8651010990142822,0.8599225282669067,0.5,-0.23427041499330625,-7.400000000000004,747,0,0
Q6UWL6,KIRREL2,0.8276971578598022,0.8715811371803284,0.3333333333333333,-0.13813559322033894,-4.400000000000002,708,0,0
Q6UWN0,LYPD4,0.8633959889411926,0.8284355998039246,0.3333333333333333,0.23739837398373975,7.599999999999998,246,0,0
Q6UWN5,LYPD5,0.8578680157661438,0.8244142532348633,0.4444444444444444,0.041035856573705086,0.7000000000000002,251,0,0
Q6UWR7,ENPP6,0.77776700258255,0.7646225094795227,0.375,-0.1752272727272729,3.000000000000001,440,0,0
Q6UWV2,MPZL3,0.9012947082519531,0.900716245174408,0.3333333333333333,-0.10170212765957437,2.4999999999999982,235,0,0
Q6UX01,LMBR1L,0.7936164140701294,0.7185750603675842,0.375,0.5834355828220875,4.699999999999999,489,0,0
Q6UX15,LAYN,0.8751917481422424,0.8709262609481812,0.3333333333333333,-0.518586387434555,-16.6,382,0,0
Q6UX27,VSTM1,0.8710429668426514,0.9034143686294556,0.375,-0.43474576271186455,-13.200000000000001,236,0,0
Q6UX71,PLXDC2,0.8339678049087524,0.7696021795272827,0.375,-0.32022684310018873,-9.000000000000007,529,1,0
Q6UX82,LYPD8,0.8500053286552429,0.8188625574111938,0.3333333333333333,0.005907172995780744,-6.300000000000001,237,0,0
Q6UXB3,LYPD2,0.8414008617401123,0.8244082927703857,0.3333333333333333,0.3655999999999999,-0.8999999999999999,125,0,0
Q6UXB4,CLEC4G,0.8355101943016052,0.8657624125480652,0.375,-0.36928327645051223,-3.099999999999999,293,0,0
Q6UXB8,PI16,0.8208870887756348,0.8342796564102173,0.3333333333333333,-0.27105831533477276,-18.4,463,0,0
Q6UXC1,MAMDC4,0.8122122883796692,0.8271862268447876,0.375,-0.34597039473684,-33.99999999999996,1216,0,0
Q6UXD5,SEZ6L2,0.8303449749946594,0.840610682964325,0.375,-0.2507692307692305,-43.79999999999999,910,0,0
Q6UXD7,MFSD7,0.7972670793533325,0.7806317806243896,0.4444444444444444,0.5192857142857157,-1.2000000000000006,560,0,0
Q6UXE8,BTNL3,0.8653213977813721,0.9286559820175171,0.3333333333333333,-0.11351931330472109,-7.700000000000003,466,0,0
Q6UXF1,TMEM108,0.8230599164962769,0.8074931502342224,0.375,-0.4584347826086949,14.300000000000011,575,0,0
Q6UXG2,KIAA1324,0.8487064242362976,0.8009790778160095,0.4444444444444444,-0.3142152023691987,-7.900000000000006,1013,0,0
Q6UXG3,CD300LG,0.8576329350471497,0.8901777267456055,0.3333333333333333,-0.3391566265060242,-4.5,332,1,0
Q6UXG8,BTNL9,0.8325588703155518,0.9031202793121338,0.375,-0.2263551401869161,-7.400000000000004,535,0,0
Q6UXK2,ISLR2,0.8195927143096924,0.822095513343811,0.375,-0.19986577181208076,-24.3,745,1,0
Q6UXK5,LRRN1,0.8219794631004333,0.8029224872589111,0.4444444444444444,-0.1946927374301678,-11.300000000000006,716,0,0
Q6UXL0,IL20RB,0.8611717820167542,0.8300486207008362,0.375,0.2546623794212219,-11.400000000000002,311,2,0
Q6UXM1,LRIG3,0.8462405204772949,0.8527412414550781,0.375,-0.27587131367292234,-19.000000000000007,1119,1,0
Q6UXN8,CLEC9A,0.868516206741333,0.8769551515579224,0.375,-0.2908713692946057,-0.5999999999999996,241,0,0
Q6UXU4,GSG1L,0.8389253616333008,0.7936294078826904,0.375,-0.11722054380664652,-0.9,331,0,0
Q6UXV0,GFRAL,0.8006070256233215,0.7341786026954651,0.3333333333333333,-0.23604060913705627,8.0,394,1,0
Q6UXZ0,TMIGD1,0.8818544149398804,0.8929983973503113,0.3333333333333333,-0.06984732824427484,2.400000000000001,262,1,0
Q6UXZ3,CD300LD,0.9077005386352539,0.9413720369338989,0.4444444444444444,-0.18556701030927863,5.199999999999999,194,1,0
Q6UXZ4,UNC5D,0.8604897260665894,0.8283051252365112,0.375,-0.33252885624344086,-19.3,953,1,0
Q6UY09,CEACAM20,0.8766130208969116,0.8882743120193481,0.375,-0.2528523489932886,-16.200000000000006,596,1,0
Q6UY11,DLK2,0.805149495601654,0.8101654648780823,0.3333333333333333,-0.07519582245430823,-4.700000000000001,383,0,0
Q6UY18,LINGO4,0.7842290997505188,0.8269232511520386,0.3333333333333333,0.1966273187183807,6.599999999999999,593,2,0
Q6V0I7,FAT4,0.8541420698165894,0.8414953351020813,0.5,-0.2629391688415983,-220.60000000000042,4981,1,0
Q6V1P9,DCHS2,0.8313044309616089,0.8258236646652222,0.5,-0.19169385938890504,-223.9000000000004,3371,1,0
Q6W5P4,NPSR1,0.8065032362937927,0.7720143795013428,0.5555555555555556,0.31212938005390833,5.199999999999999,371,1,0
Q6YBV0,SLC36A4,0.7639473676681519,0.7483892440795898,0.375,0.5105158730158734,-0.900000000000003,504,1,0
Q6YHK3,CD109,0.844515860080719,0.8400995135307312,0.5,-0.14000000000000015,-22.599999999999987,1445,1,0
Q6ZMB5,TMEM184A,0.8035075664520264,0.7493056058883667,0.5,0.233898305084746,4.9,413,0,0
Q6ZMC9,SIGLEC15,0.8560642600059509,0.8940239548683167,0.3333333333333333,-0.2152439024390245,6.399999999999999,328,0,0
Q6ZMD2,SPNS3,0.7900105714797974,0.7836647033691406,0.3333333333333333,0.4615234375000009,-1.5999999999999996,512,0,0
Q6ZMH5,SLC39A5,0.761834442615509,0.7651520371437073,0.375,0.27499999999999986,-4.799999999999999,540,1,0
Q6ZMI3,GLDN,0.8412740230560303,0.8065459132194519,0.375,-0.4851179673321227,3.499999999999997,551,0,0
Q6ZMJ2,SCARA5,0.8145851492881775,0.8119707703590393,0.3333333333333333,-0.38767676767676784,-0.7999999999999999,495,1,0
Q6ZN44,UNC5A,0.869052529335022,0.8436037302017212,0.375,-0.08372921615201938,-5.600000000000001,842,1,0
Q6ZNA5,FRRS1,0.8321684002876282,0.7847833037376404,0.4444444444444444,0.06469594594594574,1.4999999999999982,592,0,0
Q6ZP29,PQLC2,0.7705334424972534,0.7320429086685181,0.375,0.4470790378006871,2.2,291,1,0
Q6ZP80,TMEM182,0.8014294505119324,0.7326427698135376,0.375,0.6061135371179038,-1.1999999999999993,229,0,0
Q6ZQN7,SLCO4C1,0.8097742199897766,0.7944693565368652,0.375,0.23881215469613246,3.0999999999999996,724,1,0
Q6ZRH7,CATSPERG,0.8255661129951477,0.7579221725463867,0.5,-0.0824849007765315,-13.400000000000004,1159,1,0
Q6ZRP7,QSOX2,0.8403979539871216,0.8162063956260681,0.375,-0.22979942693409738,3.5999999999999934,698,0,0
Q6ZS10,CLEC17A,0.8237540125846863,0.8543683290481567,0.375,-0.6999999999999987,-25.39999999999999,378,0,0
Q6ZSJ9,SHISA6,0.8183465600013733,0.7696933746337891,0.375,-0.6097999999999992,20.70000000000001,500,0,0
Q6ZSM3,SLC16A12,0.7785839438438416,0.7691309452056885,0.4444444444444444,0.5290697674418611,9.899999999999997,516,1,0
Q6ZSS7,MFSD6,0.8077983260154724,0.7688661813735962,0.4444444444444444,-0.0262958280657396,-19.300000000000004,791,0,0
Q6ZTQ4,CDHR3,0.8328059911727905,0.8242962956428528,0.5555555555555556,-0.2588700564971753,-18.79999999999999,885,2,0
Q6ZUK4,TMEM26,0.8115997314453125,0.7438383102416992,0.375,0.26739130434782604,-1.3000000000000012,368,0,0
Q6ZVL6,KIAA1549L,0.825779139995575,0.7742565870285034,0.4444444444444444,-0.38025959978366686,8.500000000000002,1849,0,0
Q6ZVN8,HFE2,0.8226755857467651,0.7775086164474487,0.3333333333333333,-0.10187793427230094,2.5999999999999965,426,0,0
Q6ZW05,PTCHD4,0.7995145320892334,0.7596924304962158,0.4444444444444444,0.18888888888888944,16.699999999999992,846,0,0
Q70Z44,HTR3D,0.8426961302757263,0.8016536235809326,0.3333333333333333,0.03832599118942718,10.899999999999997,454,1,0
Q71RS6,SLC24A5,0.7804906368255615,0.753012478351593,0.4444444444444444,0.5170000000000008,-2.700000000000001,500,0,0
Q75T13,PGAP1,0.7978693246841431,0.7211703658103943,0.4444444444444444,0.18752711496746205,28.20000000000001,922,0,0
Q75V66,ANO5,0.7825299501419067,0.7174891233444214,0.375,-0.15728368017524572,-4.200000000000005,913,0,0
Q7KYR7,BTN2A1,0.8418006896972656,0.9140611886978149,0.3333333333333333,-0.18823529411764717,-5.7,527,0,0
Q7L0J3,SV2A,0.7704315185546875,0.7345143556594849,0.375,0.0129380053908354,-17.499999999999993,742,0,0
Q7L0X0,TRIL,0.77571040391922,0.7839993238449097,0.375,-0.24500616522811297,27.400000000000006,811,0,0
Q7L1I2,SV2B,0.7565010786056519,0.7029767036437988,0.375,0.09311859443631029,-19.39999999999999,683,0,0
Q7L985,LINGO2,0.8045700788497925,0.8048598170280457,0.375,0.017491749174917255,6.6,606,2,0
Q7LBE3,SLC26A9,0.7753341794013977,0.7391461133956909,0.375,0.26118836915297167,7.400000000000004,791,0,0
Q7RTM1,OTOP1,0.808139443397522,0.7424098253250122,0.375,0.22663398692810433,9.799999999999994,612,0,0
Q7RTS6,OTOP2,0.7967151999473572,0.7206042408943176,0.4444444444444444,0.42900355871886175,1.0999999999999996,562,0,0
Q7RTT9,SLC29A4,0.7906937599182129,0.725866436958313,0.375,0.38226415094339616,2.799999999999998,530,1,0
Q7RTW8,OTOA,0.8118241429328918,0.7649330496788025,0.4444444444444444,-0.02159583694709471,-24.299999999999997,1153,0,0
Q7RTX0,TAS1R3,0.8296176195144653,0.8459295034408569,0.5,0.18697183098591547,-0.7000000000000016,852,1,0
Q7RTX1,TAS1R1,0.8483033776283264,0.8485854864120483,0.375,0.2027348394768133,10.699999999999996,841,1,0
Q7RTY9,PRSS41,0.8008046746253967,0.8420544862747192,0.375,-0.18899371069182383,11.799999999999997,318,0,0
Q7Z2D5,LPPR4,0.8186418414115906,0.7700294256210327,0.375,-0.3702490170380081,16.799999999999997,763,0,0
Q7Z2H8,SLC36A1,0.7437857389450073,0.7251427173614502,0.375,0.6355042016806729,-1.0,476,1,0
Q7Z2K6,ERMP1,0.8117690682411194,0.7536736726760864,0.375,0.14679203539823032,2.2999999999999936,904,0,0
Q7Z3B1,NEGR1,0.8917638063430786,0.9131523370742798,0.375,-0.07005649717514127,-2.599999999999999,354,0,0
Q7Z3C6,ATG9A,0.816178560256958,0.7573864459991455,0.375,-0.08891537544696103,-10.600000000000007,839,0,0
Q7Z3D4,LYSMD3,0.8238646388053894,0.764919638633728,0.375,-0.5696078431372549,-7.100000000000001,306,0,0
Q7Z3F1,GPR155,0.8034254312515259,0.7380102872848511,0.4444444444444444,0.3522988505747143,-2.600000000000001,870,0,0
Q7Z3Q1,SLC46A3,0.7700133919715881,0.7289350628852844,0.4444444444444444,0.6665943600867689,-3.6999999999999993,461,0,0
Q7Z3T1,OR2W3,0.5667233467102051,0.6504244804382324,0.375,0.6254777070063694,8.0,314,1,0
Q7Z402,TMC7,0.7937875390052795,0.7346086502075195,0.4444444444444444,0.1842323651452282,12.999999999999998,723,1,0
Q7Z408,CSMD2,0.833554744720459,0.8439759016036987,0.5,-0.21631775164898134,-68.90000000000023,3487,0,0
Q7Z418,KCNK18,0.8137613534927368,0.7748149633407593,0.375,0.29114583333333294,-0.4000000000000017,384,1,0
Q7Z442,PKD1L2,0.8552202582359314,0.8426441550254822,0.5,-0.05351769011793345,-48.79999999999994,2459,0,0
Q7Z443,PKD1L3,0.873802900314331,0.8545325994491577,0.4444444444444444,-0.02892609699768951,29.900000000000006,1732,0,0
Q7Z4F1,LRP10,0.825547456741333,0.8169143199920654,0.4444444444444444,-0.19635343618513296,-17.5,713,1,0
Q7Z553,MDGA2,0.8698408603668213,0.8639235496520996,0.4444444444444444,-0.34445606694560615,0.19999999999999973,956,0,0
Q7Z5H5,VN1R4,0.7858942151069641,0.7615092992782593,0.3333333333333333,0.53953488372093,20.700000000000003,301,1,0
Q7Z5N4,SDK1,0.8341310620307922,0.8828580379486084,0.5,-0.31414369633980993,-20.9,2213,0,0
Q7Z601,GPR142,0.8134111762046814,0.7986206412315369,0.4444444444444444,0.12662337662337644,14.7,462,2,0
Q7Z602,GPR141,0.797027587890625,0.735142171382904,0.3333333333333333,0.9170491803278698,15.299999999999997,305,2,0
Q7Z692,CEACAM19,0.880401074886322,0.8812987804412842,0.3333333333333333,-0.20500000000000007,-3.4999999999999996,300,1,0
Q7Z6A9,BTLA,0.8712623119354248,0.8676646947860718,0.4444444444444444,-0.34636678200692045,-3.1999999999999993,289,0,0
Q7Z6M3,MILR1,0.8875342607498169,0.8973267078399658,0.4444444444444444,-0.3139941690962099,2.899999999999997,343,0,0
Q7Z7D3,VTCN1,0.8897124528884888,0.9066859483718872,0.3333333333333333,0.15212765957446758,-5.700000000000001,282,0,0
Q7Z7J7,LHFPL4,0.8373973369598389,0.7809906005859375,0.375,0.5906882591093117,0.3999999999999998,247,0,0
Q7Z7M0,MEGF8,0.8256798386573792,0.8140625357627869,0.375,-0.24217926186291736,-16.099999999999955,2845,1,0
Q7Z7M1,GPR144,0.8290227651596069,0.8402637243270874,0.375,0.16853582554517132,7.9999999999999964,963,2,0
Q7Z7N9,TMEM179B,0.8086777329444885,0.7527666091918945,0.4444444444444444,0.5835616438356162,2.2999999999999994,219,0,0
Q86SJ2,AMIGO2,0.8492715954780579,0.8341489434242249,0.375,0.029118773946360057,10.499999999999995,522,0,0
Q86SJ6,DSG4,0.8123385310173035,0.7842780351638794,0.5,-0.14942307692307694,-71.6,1040,0,0
Q86SM5,MRGPRG,0.7938816547393799,0.7794641256332397,0.375,0.801730103806229,14.3,289,2,0
Q86SM8,MRGPRE,0.7933852672576904,0.787839412689209,0.375,0.7371794871794883,5.8,312,2,0
Q86SP6,GPR149,0.845805287361145,0.7992827296257019,0.4444444444444444,-0.2246238030095759,-1.6000000000000014,731,2,0
Q86SQ3,EMR4P,0.8283461332321167,0.8443790674209595,0.375,0.4030634573304155,12.3,457,1,0
Q86SQ4,GPR126,0.8648502230644226,0.8452091217041016,0.375,-0.015561015561015712,9.199999999999998,1221,2,0
Q86SQ6,GPR123,0.8311293125152588,0.8038214445114136,0.3333333333333333,-0.12392857142857194,7.499999999999993,560,2,0
Q86SU0,ILDR1,0.8348668813705444,0.8021617531776428,0.4444444444444444,-0.662820512820513,19.200000000000003,546,2,0
Q86T13,CLEC14A,0.8499513864517212,0.847881019115448,0.4444444444444444,-0.14755102040816337,-4.2,490,0,0
Q86T26,TMPRSS11B,0.8429462313652039,0.8327251672744751,0.375,-0.15985576923076922,11.900000000000002,416,0,0
Q86TG1,TMEM150A,0.8028167486190796,0.7308237552642822,0.3333333333333333,0.6022140221402214,-7.1,271,0,0
Q86TL2,TMEM110,0.8000919222831726,0.7304031848907471,0.3333333333333333,0.07755102040816308,2.4999999999999987,294,0,0
Q86TY3,C14orf37,0.8116846680641174,0.7782970666885376,0.375,-0.5304909560723503,-84.1,774,0,0
Q86UF1,TSPAN33,0.7947938442230225,0.7927432060241699,0.4444444444444444,0.46395759717314483,0.39999999999999925,283,1,0
Q86UG4,SLCO6A1,0.8187188506126404,0.7833600044250488,0.5,0.28233657858136313,23.5,719,1,0
Q86UK0,ABCA12,0.81657874584198,0.7624435424804688,0.5,-0.044855491329479885,10.59999999999999,2595,0,0
Q86UK5,EVC2,0.8130409717559814,0.7731730341911316,0.375,-0.4451834862385318,-4.800000000000001,1308,0,0
Q86UN2,RTN4RL1,0.8035389184951782,0.8138978481292725,0.375,-0.2934240362811792,16.299999999999997,441,1,0
Q86UN3,RTN4RL2,0.7513054609298706,0.7944785952568054,0.4444444444444444,-0.15595238095238118,2.1999999999999984,420,1,0
