job,run,gene,uniprot_id,antigen_len,PAE_IF,epitope_reprod,hit,prediction_id
flagship,screen-flagship-Q8WVN6,SECTM1,Q8WVN6,117,8.761,0.382,0,sab_pred_mep2r8LJXOZJ974IiMZl
flagship,screen-flagship-Q5VT99,LRRC38,Q5VT99,222,8.765,0.726,1,sab_pred_Y0HJKnqyMYBJBgkLhIf6
flagship,screen-flagship-Q9ULQ1,TPCN1,Q9ULQ1,35,8.768,0.597,1,sab_pred_nGaPqsqpowmcXQA2kjeH
flagship,screen-flagship-Q8NGG6,OR8B12,Q8NGG6,37,8.785,0.395,0,sab_pred_Myu9YK0jyB5BTMYbWDmD
flagship,screen-flagship-Q9Y666,SLC12A7,Q9Y666,119,8.829,0.493,0,sab_pred_cKh4UDW8gTAMkFMlUhDi
flagship,screen-flagship-Q8IVW8,SPNS2,Q8IVW8,140,8.842,0.18,0,sab_pred_n3mAsAgHjgdmNVUk5oAd
flagship,screen-flagship-Q96R84,OR1F2P,Q96R84,38,8.85,0.536,0,sab_pred_2wn3T2ElGTHppd9cIlOX
anchor2,screen-anchor2-Q9BY21,GPR87,Q9BY21,47,8.875,0.634,1,sab_pred_tPd4XJ7n9EGbRQoTlzln
flagship,screen-flagship-P34969,HTR7,P34969,83,8.897,0.288,0,sab_pred_0UUfarPpdbd7fxPQEJ4e
anchor2,screen-anchor2-Q8NGU2,OR9A4,Q8NGU2,37,8.902,0.522,0,sab_pred_95kv4v5kYIOw1aeOTY13
flagship,screen-flagship-Q96QE2,SLC2A13,Q96QE2,94,8.918,0.384,0,sab_pred_YZeZUrwWbnkdIbKto58O
flagship,screen-flagship-Q8N0Y3,OR4N4,Q8N0Y3,37,8.923,0.484,0,sab_pred_pHyUtplINM3SlhDm4BND
flagship,screen-flagship-Q8NGH5,OR56A1,Q8NGH5,36,8.943,0.378,0,sab_pred_wG9ZEjJc5A4GWJHEDrYe
flagship,screen-flagship-Q9NZQ7,CD274,Q9NZQ7,220,8.949,0.547,0,sab_pred_O07433Bt5lAQbpCkiNIq
flagship,screen-flagship-Q8NH60,OR52J3,Q8NH60,36,8.977,0.423,0,sab_pred_DgVejN1JrIlybWC0Al5w
flagship,screen-flagship-Q8NGX8,OR6Y1,Q8NGX8,37,8.991,0.466,0,sab_pred_ypDczsP6hQ3gHqzkAZSu
flagship,screen-flagship-P51164,ATP4B,P51164,234,9.012,0.464,0,sab_pred_KfXY5RZFgNBztaHHz6uC
flagship,screen-flagship-Q9H8X9,ZDHHC11,Q9H8X9,161,9.044,0.34,0,sab_pred_XXYosgkxjnSAB3DAViXW
flagship,screen-flagship-Q96RB7,OR5M11,Q96RB7,36,9.052,0.588,1,sab_pred_8SNa6zPwsmlTZUEj8Xu8
flagship,screen-flagship-A6NF89,OR6C6,A6NF89,37,9.071,0.325,0,sab_pred_SbLYCP76avF7HO7Jc3Mu
flagship,screen-flagship-Q9GZZ7,GFRA4,Q9GZZ7,258,9.083,0.195,0,sab_pred_Y535xtJJuN00188hhY5d
anchor2,screen-anchor2-Q8NH72,OR4C6,Q8NH72,37,9.092,0.398,0,sab_pred_3lSgjd1MrRZfEyeN15vo
flagship,screen-flagship-Q8NGT7,OR2A12,Q8NGT7,37,9.102,0.413,0,sab_pred_uBgUuj41ufMq6mj5Qex1
flagship,screen-flagship-Q9NSD5,SLC6A13,Q9NSD5,65,9.127,0.597,1,sab_pred_STkLtDrOqAiUf3OE3WCM
flagship,screen-flagship-Q9Y271,CYSLTR1,Q9Y271,31,9.165,0.439,0,sab_pred_jorwbmvTgk2btHEVtJjY
flagship,screen-flagship-P48067,SLC6A9,P48067,77,9.178,0.257,0,sab_pred_G8KYOssB7rbg3PxnCyLe
flagship,screen-flagship-Q14118,DAG1,Q14118,96,9.19,0.469,0,sab_pred_CJqQKY7VzagKdz29tx7X
flagship,screen-flagship-P43629,KIR3DL1,P43629,319,9.195,0.359,0,sab_pred_7L7B6KB8kDKch1A8GVkN
flagship,screen-flagship-Q9H172,ABCG4,Q9H172,64,9.227,0.556,1,sab_pred_o1zEYJqUp5lW429VxA7O
flagship,screen-flagship-Q05940,SLC18A2,Q05940,88,9.243,0.265,0,sab_pred_85E5iHhyWHvCi6oOBvOa
flagship,screen-flagship-Q6UX82,LYPD8,Q6UX82,196,9.26,0.276,0,sab_pred_uxGvtP0UFV2KDPF5eDzZ
anchor2,screen-anchor2-Q8NGJ6,OR51A4,Q8NGJ6,36,9.297,0.423,0,sab_pred_uqkm5D2cbeFEmDaIvmJU
flagship,screen-flagship-P21554,CNR1,P21554,116,9.311,0.489,0,sab_pred_HK87so73JvNFufujqozq
flagship,screen-flagship-Q9UPU3,SORCS3,Q9UPU3,76,9.313,0.136,0,sab_pred_URT0h8e3vtrUqd5qJL9N
flagship,screen-flagship-Q5VW38,GPR107,Q5VW38,224,9.34,0.399,0,sab_pred_85du73vHNE4iJZFcEAlC
anchor2,screen-anchor2-Q8NEA5,C19orf18,Q8NEA5,71,9.341,0.202,0,sab_pred_tpu0qoQW6rbF5PVpqxTg
flagship,screen-flagship-Q8NH57,OR52P1P,Q8NH57,36,9.36,0.584,1,sab_pred_GUi2Smo4Lexf1vUnScup
flagship,screen-flagship-Q9BSA4,TTYH2,Q9BSA4,127,9.362,0.409,0,sab_pred_v0ca6jK7HcsE9Kw9Tcll
flagship,screen-flagship-Q8NH83,OR4A5,Q8NH83,36,9.368,0.357,0,sab_pred_TsSZAkj33jJVZroIl9n1
anchor2,screen-anchor2-Q96G91,P2RY11,Q96G91,42,9.374,0.198,0,sab_pred_Ep7DbLM465oS5hAo20zr
flagship,screen-flagship-Q9H2Y9,SLCO5A1,Q9H2Y9,130,9.414,0.341,0,sab_pred_h2DldST86OEkXKQNxRHE
anchor2,screen-anchor2-Q8NGA8,OR4F17,Q8NGA8,37,9.419,0.502,0,sab_pred_tKZQf3KfQ5fnmgXotcUs
flagship,screen-flagship-Q8NGS0,OR1N1,Q8NGS0,38,9.433,0.399,0,sab_pred_E9rJOLWOyvVdcIbex1LI
flagship,screen-flagship-P30872,SSTR1,P30872,56,9.438,0.456,0,sab_pred_fcdjXbctHWJQGYG0LlmK
flagship,screen-flagship-Q5VU65,NUP210L,Q5VU65,55,9.447,0.38,0,sab_pred_WR9DUzxYXZD9qigsVbg2
flagship,screen-flagship-A7MBM2,DISP2,A7MBM2,293,9.447,0.39,0,sab_pred_QGKdy3b869zQyJUc37PU
flagship,screen-flagship-Q14943,KIR3DS1,Q14943,319,9.453,0.385,0,sab_pred_gKwtEZ60rtbTjag3FtJm
flagship,screen-flagship-A6NMZ5,OR4C45,A6NMZ5,41,9.461,0.519,0,sab_pred_cGZPkZikbqBGxcW72htp
flagship,screen-flagship-Q96RC9,OR8B4,Q96RC9,37,9.521,0.533,0,sab_pred_hvrc9pAHRI1vyp4JfBon
flagship,screen-flagship-P62955,CACNG7,P62955,76,9.521,0.314,0,sab_pred_bt6Tdv7gZGGsv6C1jAbs
anchor2,screen-anchor2-P08588,ADRB1,P08588,57,9.527,0.63,1,sab_pred_CCOPoVprOw0vevJ54qHe
flagship,screen-flagship-Q19T08,ECSCR,Q19T08,100,9.571,0.223,0,sab_pred_TuL2FpFcpnRcdAaix4yG
flagship,screen-flagship-O75078,ADAM11,O75078,509,9.571,0.819,1,sab_pred_6SH4bz9UHrPcanyN4nzx
flagship,screen-flagship-B4DS77,SHISA9,B4DS77,126,9.598,0.179,0,sab_pred_mT5RQL4gtbIqs2XBiN68
flagship,screen-flagship-A6NCV1,OR6C74,A6NCV1,33,9.605,0.503,0,sab_pred_ApgcvlIfBFmOPtKuavtB
flagship,screen-flagship-Q9BYT9,ANO3,Q9BYT9,100,9.608,0.556,1,sab_pred_wEWvXFsNVhhUrHYoXWaQ
flagship,screen-flagship-P16410,CTLA4,P16410,126,9.612,0.638,1,sab_pred_KjlOD41oa7vHIQDjCTsI
flagship,screen-flagship-Q16553,LY6E,Q16553,81,9.623,0.279,0,sab_pred_JBjnruRBclHEoRMxDi9U
flagship,screen-flagship-O15245,SLC22A1,O15245,107,9.644,0.697,1,sab_pred_KwzbLDClYU3Enf9iwqns
flagship,screen-flagship-O94772,LY6H,O94772,90,9.651,0.68,1,sab_pred_R2Gm31iee19R5YcNt0AE
flagship,screen-flagship-A6NDH6,OR5H15,A6NDH6,31,9.683,0.468,0,sab_pred_HB4PYwCuKocZylQMY9qy
flagship,screen-flagship-Q6ZMC9,SIGLEC15,Q6ZMC9,244,9.739,0.185,0,sab_pred_TtSWHOXCdj8FL7F8ag7P
flagship,screen-flagship-P79483,HLA-DRB3,P79483,198,9.778,0.828,1,sab_pred_wMiZtmQ9lDuQL5I1Kq6p
flagship,screen-flagship-Q8N2G4,LYPD1,Q8N2G4,97,9.803,0.441,0,sab_pred_bfWohU5832Lv3F2kzRAU
flagship,screen-flagship-Q8NGE1,OR6C4,Q8NGE1,37,9.819,0.424,0,sab_pred_5ysYSICXOKZ9Z3r7tE6r
flagship,screen-flagship-O75712,GJB3,O75712,38,9.83,0.74,0,sab_pred_XGUCMz45AMERzJPefnw3
flagship,screen-flagship-Q8NGR3,OR1K1,Q8NGR3,38,9.862,0.506,0,sab_pred_CFMHGy2ooX3IunVItLR2
flagship,screen-flagship-Q9NPD7,NRN1,Q9NPD7,89,9.871,0.376,0,sab_pred_PJB1PwUSeuQMP5J9ATfi
flagship,screen-flagship-Q8NGR6,OR1B1,Q8NGR6,36,9.878,0.4,0,sab_pred_fnLc3gGPCSBHMVRuzLHB
flagship,screen-flagship-Q8NGD3,OR4K5,Q8NGD3,37,9.883,0.365,0,sab_pred_zv8GJtRlsiFsxHYI9PIi
anchor2,screen-anchor2-Q8NGE8,OR4D9,Q8NGE8,37,9.885,0.336,0,sab_pred_KBUNGC4BNG4b6fQxBkj0
flagship,screen-flagship-P46721,SLCO1A2,P46721,108,9.888,0.426,0,sab_pred_om1wNQLkR7L7R7NbYRJL
flagship,screen-flagship-Q12908,SLC10A2,Q12908,39,9.892,0.672,0,sab_pred_BAgkZbtvUPEPv7f5T9vb
flagship,screen-flagship-Q96LA9,MRGPRX4,Q96LA9,322,9.894,0.472,0,sab_pred_4YE0VGCJHBkbIimHFJ66
flagship,screen-flagship-Q9Y5P1,OR51B2,Q9Y5P1,36,9.899,0.339,0,sab_pred_Ysiu5aBcrL5CTpSwHtr1
flagship,screen-flagship-Q8NGF9,OR4X2,Q8NGF9,37,9.903,0.6,0,sab_pred_3hdPJWXLgWkaduNgCdAL
flagship,screen-flagship-Q8TBJ4,LPPR1,Q8TBJ4,53,9.921,0.472,0,sab_pred_QLTZjrK1fw6CqmKz6zq2
scramble6,screen-scramble6-FZD5,FZD5,,123,9.939,0.26,0,sab_pred_tFbZ5Ew5NU27RjQ4tozq
flagship,screen-flagship-Q8NG97,OR2Z1,Q8NG97,37,9.943,0.488,0,sab_pred_Jc5dcmOi2phIlwjCao14
flagship,screen-flagship-Q7Z2H8,SLC36A1,Q7Z2H8,32,9.959,0.442,0,sab_pred_tCHtxy5HddBD3BE1W1iZ
flagship,screen-flagship-Q96R47,OR2A14,Q96R47,37,10.003,0.432,0,sab_pred_0VFvWtxQBFqsnoKe34L8
flagship,screen-flagship-Q9UI33,SCN11A,Q9UI33,75,10.004,0.224,0,sab_pred_hXHmtDyvrze1PD9UeUz0
flagship,screen-flagship-Q9UKY0,PRND,Q9UKY0,127,10.03,0.251,0,sab_pred_JfEtXSxf5RBNPMDDD60k
flagship,screen-flagship-Q9P0X4,CACNA1I,Q9P0X4,145,10.052,0.821,0,sab_pred_K02jsMarPnBzyHclpna2
flagship,screen-flagship-P58418,CLRN1,P58418,72,10.054,0.268,0,sab_pred_3pHK7itya20ncJcNcp7F
flagship,screen-flagship-O75631,UPK3A,O75631,189,10.068,0.286,0,sab_pred_uCLJn0FuQNjZhrfgTPSO
flagship,screen-flagship-Q96DU3,SLAMF6,Q96DU3,205,10.071,0.385,0,sab_pred_D3tViFeKDb0DhZNlQEnd
flagship,screen-flagship-Q9NS67,GPR27,Q9NS67,375,10.082,0.366,0,sab_pred_KFtpdq1D36E1GdIOU4Xu
flagship,screen-flagship-Q9Y4A9,OR10H1,Q9Y4A9,37,10.088,0.518,0,sab_pred_PbR7EzbnZu19lWYeCj5p
flagship,screen-flagship-Q15256,PTPRR,Q15256,206,10.095,0.454,0,sab_pred_9jfrXZvvAW5BGoLINoQx
flagship,screen-flagship-P53801,PTTG1IP,P53801,64,10.114,0.758,0,sab_pred_ZzwXIjj3Gm0rlSotvNFp
flagship,screen-flagship-O00322,UPK1A,O00322,118,10.123,0.335,0,sab_pred_8MSAPLCz4M4OTQtlfyTY
flagship,screen-flagship-Q15620,OR8B8,Q15620,37,10.173,0.518,0,sab_pred_8bqB0ddD9QpCiCjBA69k
flagship,screen-flagship-Q14332,FZD2,Q14332,224,10.202,0.126,0,sab_pred_H0apEsvsqBdnixhc8ZoF
flagship,screen-flagship-Q9H2C8,OR51V1,Q9H2C8,36,10.214,0.328,0,sab_pred_lsPQyX9wmkcJ1V1FuJtl
anchor2,screen-anchor2-Q9NWF4,SLC52A1,Q9NWF4,68,10.249,0.326,0,sab_pred_DpswamCTpu22ENWkVzs8
flagship,screen-flagship-O75751,SLC22A3,O75751,140,10.263,0.364,0,sab_pred_Ly5latf0incZZuVkM0Qn
flagship,screen-flagship-Q86Y34,GPR97,Q86Y34,250,10.267,0.235,0,sab_pred_o3cgDjlpCbWawX0KpfNh
flagship,screen-flagship-Q8NGL4,OR5D13,Q8NGL4,36,10.299,0.349,0,sab_pred_WSIVd4caAMcwHHiBnUDs
flagship,screen-flagship-Q8WZ92,OR5P2,Q8WZ92,36,10.301,0.441,0,sab_pred_2RTvvdkWUxcmloQmnVsX
flagship,screen-flagship-Q8TDX9,PKD1L1,Q8TDX9,220,10.317,0.359,0,sab_pred_LrJ3MQ8hS3BKPH7Fn69f
scrambled,screen-scrambled-ULBP2,ULBP2,,192,10.367,0.506,0,sab_pred_DtMX9wyhJWEf71SxXIdf
flagship,screen-flagship-Q15762,CD226,Q15762,236,10.378,0.595,0,sab_pred_gDtOtXijzJk8raWWKz5n
flagship,screen-flagship-Q2HXU8,CLEC12B,Q2HXU8,212,10.383,0.462,0,sab_pred_NSz6l3PPOxwfRCL8SgtD
anchor2,screen-anchor2-Q8NGV0,OR2Y1,Q8NGV0,36,10.395,0.405,0,sab_pred_6MsRQxUHH5XlgxDKfbLv
flagship,screen-flagship-Q8NGS5,OR13C4,Q8NGS5,37,10.404,0.388,0,sab_pred_YphQk47wLUON7j9Kgt4H
flagship,screen-flagship-Q6IEU7,OR5M10,Q6IEU7,36,10.406,0.539,0,sab_pred_a0G1apJArQzUr9yzo4Xa
flagship,screen-flagship-P24530,EDNRB,P24530,75,10.429,0.298,0,sab_pred_bxWxcjQJ44AvrNPJhCQn
flagship,screen-flagship-Q8NHC4,OR10J5,Q8NHC4,36,10.464,0.459,0,sab_pred_uUwAgV1yAQPX429M3pgp
flagship,screen-flagship-O15529,GPR42,O15529,346,10.477,0.609,0,sab_pred_Ym6t1ejz7G161Fmkds41
flagship,screen-flagship-P47890,OR1G1,P47890,38,10.484,0.509,0,sab_pred_JuupK22OPym2dv2RHo2W
flagship,screen-flagship-Q8NGG4,OR8H1,Q8NGG4,37,10.493,0.399,0,sab_pred_cnKpKST8dwcXwNDyG6tw
flagship,screen-flagship-Q8NGX3,OR10T2,Q8NGX3,37,10.531,0.588,0,sab_pred_OYM9wSco8x4fAeqShndy
flagship,screen-flagship-P55011,SLC12A2,P55011,57,10.532,0.353,0,sab_pred_hohDeo86ra3XY6QaKsCV
flagship,screen-flagship-Q9Y624,F11R,Q9Y624,211,10.555,0.79,0,sab_pred_jX1GDLM9KN2l1dcrGiHU
flagship,screen-flagship-Q8WV15,TMEM255B,Q8WV15,106,10.556,0.269,0,sab_pred_6QXzO5gn86ASGkAgnEAI
flagship,screen-flagship-Q8TAF8,LHFPL5,Q8TAF8,54,10.576,0.281,0,sab_pred_DUX9xH99cicIGMsSFb84
anchor2,screen-anchor2-P58170,OR1D5,P58170,38,10.58,0.579,0,sab_pred_SY61G1U4ymj69dKSd1zB
flagship,screen-flagship-P56748,CLDN8,P56748,53,10.646,0.59,0,sab_pred_tcdhyPUsUEm4tNeCPkIM
flagship,screen-flagship-Q8NGZ6,OR6F1,Q8NGZ6,37,10.647,0.525,0,sab_pred_E7awIGMDyAzAH71a5Uvi
flagship,screen-flagship-Q8NGI2,OR52N4,Q8NGI2,36,10.653,0.458,0,sab_pred_neHinmQQeMfGg62JNGhT
flagship,screen-flagship-Q9H340,OR51B6,Q9H340,36,10.655,0.431,0,sab_pred_7hafzjK3QHLXmGm7tnRo
anchor2,screen-anchor2-Q8NGD3,OR4K5,Q8NGD3,37,10.673,0.437,0,sab_pred_PIFkOjw28xDVMvAMYb1A
anchor2,screen-anchor2-Q9BXE9,VN1R3,Q9BXE9,36,10.679,0.559,0,sab_pred_X5MxgXoYJHSVcwgdJn28
flagship,screen-flagship-Q8NGF4,OR5AP2,Q8NGF4,54,10.679,0.257,0,sab_pred_RsJi3nzHZ3fZYrSFyCYS
flagship,screen-flagship-Q8N1N2,DYNAP,Q8N1N2,76,10.683,0.23,0,sab_pred_2x1a8dYGwBu7c9UJVd56
flagship,screen-flagship-Q86TL2,TMEM110,Q86TL2,80,10.689,0.301,0,sab_pred_OwgmVrghY4jSfvUHI9zc
flagship,screen-flagship-Q6IF00,OR2T2,Q6IF00,37,10.693,0.345,0,sab_pred_mHjfMpoV1mPgcfUfxMnc
flagship,screen-flagship-A6NDV4,TMEM8B,A6NDV4,233,10.708,0.757,0,sab_pred_NXNh48xx12Vl0oHZm7OA
anchor2,screen-anchor2-P08962,CD63,P08962,101,10.713,0.185,0,sab_pred_JrKS14TfjsPEwx6aVDwl
anchor2,screen-anchor2-Q9H841,NIPAL2,Q9H841,57,10.728,0.599,0,sab_pred_jhSDzTxMu0zIhdFe5p2n
flagship,screen-flagship-P12318,FCGR2A,P12318,184,10.747,0.852,0,sab_pred_crTb1aMdzj2KJ2QP72ym
flagship,screen-flagship-Q9UQF0,ERVW-1,Q9UQF0,423,10.748,0.084,0,sab_pred_ScrSWdYoxrU8lAZ2rinB
flagship,screen-flagship-Q8NGK2,OR52B4,Q8NGK2,36,10.772,0.607,0,sab_pred_tQUqCQasRQj250pXZlNx
flagship,screen-flagship-O95264,HTR3B,O95264,217,10.79,0.248,0,sab_pred_ylrQYa92PuoLglCEbVe3
flagship,screen-flagship-Q9H1E5,TMX4,Q9H1E5,166,10.798,0.644,0,sab_pred_prI4uRmezda5rEm3yjqV
flagship,screen-flagship-Q8NGF1,OR52R1,Q8NGF1,36,10.83,0.403,0,sab_pred_sJCo7KurGoFhzCX08ICQ
flagship,screen-flagship-O95528,SLC2A10,O95528,95,10.839,0.34,0,sab_pred_pj8gwYRnskRmlaRed6KK
flagship,screen-flagship-Q8NHA6,OR2W6P,Q8NHA6,36,10.848,0.358,0,sab_pred_3GkndIj9NLPHWpiYX9Hm
flagship,screen-flagship-Q8NGN0,OR4D5,Q8NGN0,37,10.849,0.419,0,sab_pred_NmPCr4TSgP6HWR6knxB3
flagship,screen-flagship-P11912,CD79A,P11912,111,10.872,0.192,0,sab_pred_7zcjyxv7udYWShzi6Ah8
flagship,screen-flagship-P14616,INSRR,P14616,175,10.873,0.714,0,sab_pred_BhgKC5TiXyC76uf9swuA
flagship,screen-flagship-Q86SM5,MRGPRG,Q86SM5,289,10.884,0.32,0,sab_pred_nLdmobXoRIGoAvXTm0fY
anchor2,screen-anchor2-Q17RY6,LY6K,Q17RY6,121,10.897,0.105,0,sab_pred_6Zgy98inelItjZQulU6L
anchor2,screen-anchor2-A6NFC5,TMEM235,A6NFC5,67,10.904,0.516,0,sab_pred_DGJ0Rk55abz52uBSXcXk
flagship,screen-flagship-Q9H6Y7,RNF167,Q9H6Y7,156,10.911,0.431,0,sab_pred_X78vxGa6tYJ8iRe7uA7V
flagship,screen-flagship-Q8NHL6,LILRB1,Q8NHL6,438,10.918,0.191,0,sab_pred_CqcTn65jnAYKDTlhjwzQ
flagship,screen-flagship-P56746,CLDN15,P56746,50,10.926,0.607,0,sab_pred_sugTYBcYRG68PJQF4nyk
flagship,screen-flagship-Q9NSI5,IGSF5,Q9NSI5,266,10.927,0.573,0,sab_pred_qN8Rvzcng7gB7zRBhMXs
anchor2,screen-anchor2-Q5VW38,GPR107,Q5VW38,224,10.959,0.468,0,sab_pred_fVLZMh8sUpyFcJxAENdm
anchor2,screen-anchor2-P34981,TRHR,P34981,398,10.986,0.365,0,sab_pred_zT7eh8kqiETKY3iEYfIA
anchor2,screen-anchor2-P0C626,OR5G3,P0C626,314,10.996,0.658,0,sab_pred_NQGqRsH6eOiLkGtr1Iat
flagship,screen-flagship-O43570,CA12,O43570,277,11.012,0.51,0,sab_pred_TyNxBwZ98GLYGYAobc2U
flagship,screen-flagship-Q8NGS8,OR13C5,Q8NGS8,37,11.016,0.341,0,sab_pred_mg6cFYI0yMUra1D9MZtJ
anchor2,screen-anchor2-Q16553,LY6E,Q16553,81,11.028,0.734,0,sab_pred_fQCvHDHW4oRKopvW283Y
flagship,screen-flagship-P13598,ICAM2,P13598,199,11.041,0.422,0,sab_pred_qCEkVfPvy27xP0wOJlZw
flagship,screen-flagship-Q8NGD5,OR4K14,Q8NGD5,37,11.081,0.44,0,sab_pred_JGcjTaLkm5An8nkIQf8m
flagship,screen-flagship-Q5Y7A7,HLA-DRB1,Q5Y7A7,198,11.084,0.448,0,sab_pred_B1uVJLTYhH5BQCiNFx3s
anchor2,screen-anchor2-Q8NGM8,OR6M1,Q8NGM8,36,11.089,0.427,0,sab_pred_XqWaOH1Sshc51UivHYSo
anchor2,screen-anchor2-Q8NGC4,OR10G3,Q8NGC4,37,11.099,0.491,0,sab_pred_i95JyrkikClPtYh0vnkk
flagship,screen-flagship-Q9HAV5,EDA2R,Q9HAV5,138,11.106,0.44,0,sab_pred_H4rmmjiaIFmXK0jevfdm
flagship,screen-flagship-Q8IVJ1,SLC41A1,Q8IVJ1,101,11.144,0.385,0,sab_pred_T6vicEbmLjdLPmJvKknY
flagship,screen-flagship-Q8NGY9,OR2L8,Q8NGY9,37,11.149,0.476,0,sab_pred_luUtBeZB7EeWOQ4nyzak
flagship,screen-flagship-Q96LB1,MRGPRX2,Q96LB1,330,11.161,0.494,0,sab_pred_iIEMke08pzt0osbCyWkx
flagship,screen-flagship-Q8NGP0,OR4C13,Q8NGP0,37,11.182,0.484,0,sab_pred_30qSPKP619tmABk1YTVX
scramble6,screen-scramble6-ULBP2,ULBP2,,192,11.185,0.82,0,sab_pred_ByGsZLBVXuS1X2Pf6ZVf
flagship,screen-flagship-P23942,PRPH2,P23942,141,11.194,0.422,0,sab_pred_SFLKcY49PzTvrUleIJhC
anchor2,screen-anchor2-Q8NGN1,OR6T1,Q8NGN1,37,11.219,0.412,0,sab_pred_MsIDMpuCgqgTJyxCvAZG
flagship,screen-flagship-Q8NH80,OR10D3,Q8NH80,37,11.228,0.456,0,sab_pred_ReyMnYZytAJXkSBwCa6Q
flagship,screen-flagship-Q9Y3B3,TMED7,Q9Y3B3,153,11.231,0.768,0,sab_pred_KdPJhiVRjn3hNx2UMefW
flagship,screen-flagship-Q8NH74,OR10A6,Q8NH74,37,11.245,0.571,0,sab_pred_GpOg9LLN6KKC5dAomdfK
flagship,screen-flagship-Q8NGP8,OR5M1,Q8NGP8,36,11.249,0.459,0,sab_pred_6fzeZx2YXZxnwN7eTsGX
flagship,screen-flagship-Q9UGF6,OR5V1,Q9UGF6,36,11.273,0.404,0,sab_pred_2PnBjz1hXBnr7MU8nXDF
flagship,screen-flagship-Q9H1V8,SLC6A17,Q9H1V8,105,11.292,0.742,0,sab_pred_nAvayoQ3pxFm5qxtXnt0
flagship,screen-flagship-Q06495,SLC34A1,Q06495,162,11.301,0.451,0,sab_pred_7s8kMMAdDb5qKvWPLRhY
flagship,screen-flagship-O14931,NCR3,O14931,117,11.314,0.282,0,sab_pred_KpXpcg48wGOtV5HD9dIB
flagship,screen-flagship-P31641,SLC6A6,P31641,65,11.327,0.33,0,sab_pred_f1iBMljgnyb11D0yS5FC
flagship,screen-flagship-P35372,OPRM1,P35372,68,11.335,0.482,0,sab_pred_HfdIYkRZu4Hn6htZuLpc
anchor2,screen-anchor2-O94886,TMEM63A,O94886,51,11.338,0.142,0,sab_pred_HxvStZlODnEG5xE1gMMS
flagship,screen-flagship-Q8NG77,OR2T12,Q8NG77,37,11.356,0.419,0,sab_pred_tZZaiX3QdOW5sncxccNQ
flagship,screen-flagship-O60931,CTNS,O60931,103,11.357,0.578,0,sab_pred_au2piby6V6F7uogJn7Yi
flagship,screen-flagship-P09326,CD48,P09326,194,11.36,0.367,0,sab_pred_UCZWxVvqoWlbJGDJdyXX
anchor2,screen-anchor2-P04000,OPN1LW,P04000,52,11.364,0.4,0,sab_pred_6fQqeQi5K2OmUbrmcu8R
anchor2,screen-anchor2-O94772,LY6H,O94772,90,11.365,0.81,0,sab_pred_OSdOyDmQMqYzKKq07ovv
anchor2,screen-anchor2-P48067,SLC6A9,P48067,77,11.367,0.481,0,sab_pred_ChRGBFqNap8VutT3sdcu
flagship,screen-flagship-Q8NH01,OR2T11,Q8NH01,37,11.378,0.52,0,sab_pred_uuurgWYE0gkBO5LekULR
flagship,screen-flagship-O60412,OR7C2,O60412,37,11.38,0.538,0,sab_pred_m9G2GTBUELwkWgYV5xb1
flagship,screen-flagship-P0C604,OR4A8P,P0C604,33,11.403,0.337,0,sab_pred_IImjc9Tl0UPQqnd6hBIh
anchor2,screen-anchor2-Q8WVN6,SECTM1,Q8WVN6,117,11.412,0.592,0,sab_pred_bEh2jz5iF1LOCspnmpGE
flagship,screen-flagship-Q6IFH4,OR6B2,Q6IFH4,36,11.432,0.366,0,sab_pred_JdHXEV1RGAKBBqWlaact
flagship,screen-flagship-O43934,MFSD11,O43934,48,11.477,0.34,0,sab_pred_tr11ePkqo15fsZHew8n7
flagship,screen-flagship-Q6IWH7,ANO7,Q6IWH7,105,11.484,0.176,0,sab_pred_90LDIrBiqrxe5RSGOWIK
flagship,screen-flagship-P01893,HLA-H,P01893,284,11.492,0.865,0,sab_pred_MxL2lT8PtcZLphgajAcQ
anchor2,screen-anchor2-Q5XXA6,ANO1,Q5XXA6,87,11.494,0.593,0,sab_pred_9bGsXvK2dxfDrkw1zEbS
flagship,screen-flagship-Q8NGG7,OR8A1,Q8NGG7,51,11.504,0.52,0,sab_pred_iZZInd2lde4AluUzYDQL
flagship,screen-flagship-Q96R09,OR5B2,Q96R09,37,11.524,0.488,0,sab_pred_kCudr42JLd5czFe59MNU
flagship,screen-flagship-Q8N4K4,RPRML,Q8N4K4,66,11.54,0.34,0,sab_pred_0CZAITG5yRP5m3y48JEa
flagship,screen-flagship-P02730,SLC4A1,P02730,40,11.565,0.373,0,sab_pred_lH1AQdhzn92c3sTXeouQ
flagship,screen-flagship-Q9H2X9,SLC12A5,Q9H2X9,126,11.575,0.232,0,sab_pred_20sz8pViiocwbAN7ujcW
flagship,screen-flagship-Q6UY18,LINGO4,Q6UY18,505,11.579,0.315,0,sab_pred_BKG2gSv0Wj8VfveR6ihm
flagship,screen-flagship-Q9UN76,SLC6A14,Q9UN76,104,11.585,0.594,0,sab_pred_dedYWIoT3NTVIdJFrI3B
flagship,screen-flagship-Q8NH95,OR13C6P,Q8NH95,151,11.591,0.506,0,sab_pred_xSfBGWELzLR6Yp65ftgW
flagship,screen-flagship-Q92959,SLCO2A1,Q92959,103,11.6,0.882,0,sab_pred_7TqsUXErN3ZeT4U9cV8z
flagship,screen-flagship-P34982,OR1D2,P34982,38,11.61,0.542,0,sab_pred_SpLg60KOQ34Or1HAx1s4
